10.1034/j.1600-0412.2003.820107.x	0001-6349
10.1037/0278-6133.13.4.291	1930-7810
10.1037/0278-6133.13.4.334	1930-7810
10.1037/0278-6133.13.6.461	1930-7810
10.1037/0278-6133.14.2.132	1930-7810
10.1037/0278-6133.15.2.135	1930-7810
10.1037/0278-6133.15.5.344	1930-7810
10.1037/0278-6133.17.2.112	1930-7810
10.1037/0278-6133.17.2.125	1930-7810
10.1037/0278-6133.17.2.172	1930-7810
10.1037/0278-6133.17.3.214	1930-7810
10.1037/0278-6133.17.6.551	1930-7810
10.1037/0278-6133.18.5.482	1930-7810
10.1037/0278-6133.19.3.211	1930-7810
10.1037/0278-6133.19.3.290	1930-7810
10.1037/0278-6133.19.6.560	1930-7810
10.1037/0278-6133.19.6.586	1930-7810
10.1037/0278-6133.2.4.367	1930-7810
10.1037/0278-6133.20.3.223	1930-7810
10.1037/0278-6133.20.4.243	1930-7810
10.1037/0278-6133.21.2.131	1930-7810
10.1037/0278-6133.21.5.505	1930-7810
10.1037/0278-6133.22.1.68	1930-7810
10.1037/0278-6133.22.2.166	1930-7810
10.1037/0278-6133.22.3.270	1930-7810
10.1037/0278-6133.22.3.294	1930-7810
10.1037/0278-6133.22.4.424	1930-7810
10.1037/0278-6133.22.5.513	1930-7810
10.1037/0278-6133.23.2.207	1930-7810
10.1037/0278-6133.23.4.425	1930-7810
10.1037/0278-6133.23.5.542	1930-7810
10.1037/0278-6133.24.3.252	1930-7810
10.1037/0278-6133.24.4.S49	1930-7810
10.1037/0278-6133.24.4.s35	1930-7810
10.1037/0278-6133.24.4.s57	1930-7810
10.1037/0278-6133.25.2.220	1930-7810
10.1037/0278-6133.25.3.267	1930-7810
10.1037/0278-6133.25.5.653	1930-7810
10.1037/0278-6133.26.1.1	1930-7810
10.1037/0278-6133.26.2.136	1930-7810
10.1037/0278-6133.26.4.456	1930-7810
10.1037/0278-6133.26.4.496	1930-7810
10.1037/0278-6133.26.5.539	1930-7810
10.1037/0278-6133.26.5.564	1930-7810
10.1037/0278-6133.26.6.787	1930-7810
10.1037/0278-6133.27.1.15	1930-7810
10.1037/0278-6133.27.1.S10	1930-7810
10.1037/0278-6133.27.2.239	1930-7810
10.1037/0278-6133.27.2.286	1930-7810
10.1037/0278-6133.27.3.379	1930-7810
10.1037/0278-6133.27.5.533	1930-7810
10.1037/0278-6133.4.3.219	1930-7810
10.1037/0278-6133.5.5.425	1930-7810
10.1037/0278-6133.5.6.503	1930-7810
10.1037/0278-6133.7.2.159	1930-7810
10.1037/0278-6133.7.3.269	1930-7810
10.1037/0278-6133.9.3.266	1930-7810
10.1037/0278-6133.9.4.466	1930-7810
10.1037/0278-7393.1.3.271	0096-1515
10.1037/0278-7393.10.1.126	0278-7393
10.1037/0278-7393.10.1.144	0278-7393
10.1037/0278-7393.10.1.16	1939-1285
10.1037/0278-7393.10.1.164	1939-1285
10.1037/0278-7393.10.3.333	1939-1285
10.1037/0278-7393.10.4.680	0278-7393
10.1037/0278-7393.11.1-4.629	1939-1285
10.1037/0278-7393.11.1-4.804	1939-1285
10.1037/0278-7393.11.1.12	1939-1285
10.1037/0278-7393.11.1.154	1939-1285
10.1037/0278-7393.11.2.284	1939-1285
10.1037/0278-7393.11.2.397	1939-1285
10.1037/0278-7393.11.3.501	1939-1285
10.1037/0278-7393.12.1.147	1939-1285
10.1037/0278-7393.12.3.323	1939-1285
10.1037/0278-7393.12.3.419	1939-1285
10.1037/0278-7393.12.3.432	1939-1285
10.1037/0278-7393.12.3.452	1939-1285
10.1037/0278-7393.13.1.45	0278-7393
10.1037/0278-7393.13.3.464	1939-1285
10.1037/0278-7393.13.3.480	0278-7393
10.1037/0278-7393.13.3.501	0278-7393
10.1037/0278-7393.13.4.640	0278-7393
10.1037/0278-7393.14.3.553	1939-1285
10.1037/0278-7393.15.2.179	1939-1285
10.1037/0278-7393.15.2.211	1939-1285
10.1037/0278-7393.15.3.371	1939-1285
10.1037/0278-7393.15.3.432	1939-1285
10.1037/0278-7393.15.3.443	1939-1285
10.1037/0278-7393.15.4.657	0278-7393
10.1037/0278-7393.15.4.669	0278-7393
10.1037/0278-7393.15.5.802	1939-1285
10.1037/0278-7393.15.6.1047	1939-1285
10.1037/0278-7393.15.6.1083	0278-7393
10.1037/0278-7393.16.2.316	1939-1285
10.1037/0278-7393.16.4.592	0278-7393
10.1037/0278-7393.16.6.1077	1939-1285
10.1037/0278-7393.17.2.302	1939-1285
10.1037/0278-7393.17.4.793	1939-1285
10.1037/0278-7393.17.5.940	1939-1285
10.1037/0278-7393.17.6.1136	1939-1285
10.1037/0278-7393.18.1.142	0278-7393
10.1037/0278-7393.18.2.328	0278-7393
10.1037/0278-7393.18.2.379	1939-1285
10.1037/0278-7393.18.3.435	0278-7393
10.1037/0278-7393.18.5.1084	1939-1285
10.1037/0278-7393.18.6.1251	1939-1285
10.1037/0278-7393.19.2.389	0278-7393
10.1037/0278-7393.19.2.414	0278-7393
10.1037/0278-7393.19.3.603	0278-7393
10.1037/0278-7393.19.3.673	1939-1285
10.1037/0278-7393.19.6.1235	0278-7393
10.1037/0278-7393.2.1.83	0096-1515
10.1037/0278-7393.2.5.509	0096-1515
10.1037/0278-7393.2.5.523	0096-1515
10.1037/0278-7393.2.6.712	0096-1515
10.1037/0278-7393.20.2.304	1939-1285
10.1037/0278-7393.20.2.396	0278-7393
10.1037/0278-7393.20.2.423	1939-1285
10.1037/0278-7393.20.4.763	1939-1285
10.1037/0278-7393.20.4.786	1939-1285
10.1037/0278-7393.20.4.824	0278-7393
10.1037/0278-7393.20.4.934	1939-1285
10.1037/0278-7393.20.4.953	1939-1285
10.1037/0278-7393.20.5.1051	1939-1285
10.1037/0278-7393.20.5.1063	1939-1285
10.1037/0278-7393.20.6.1341	1939-1285
10.1037/0278-7393.20.6.1420	0278-7393
10.1037/0278-7393.20.6.1471	0278-7393
10.1037/0278-7393.21.1.255	1939-1285
10.1037/0278-7393.21.1.82	1939-1285
10.1037/0278-7393.21.3.531	1939-1285
10.1037/0278-7393.21.4.1008	1939-1285
10.1037/0278-7393.21.4.803	1939-1285
10.1037/0278-7393.21.4.899	1939-1285
10.1037/0278-7393.21.6.1670	0278-7393
10.1037/0278-7393.21.6.1689	0278-7393
10.1037/0278-7393.22.1.169	1939-1285
10.1037/0278-7393.22.1.63	0278-7393
10.1037/0278-7393.22.3.576	1939-1285
10.1037/0278-7393.22.4.1032	0278-7393
10.1037/0278-7393.22.6.1354	1939-1285
10.1037/0278-7393.22.6.1364	1939-1285
10.1037/0278-7393.22.6.1482	1939-1285
10.1037/0278-7393.23.2.496	1939-1285
10.1037/0278-7393.23.4.886	1939-1285
10.1037/0278-7393.23.4.946	1939-1285
10.1037/0278-7393.23.5.1059	1939-1285
10.1037/0278-7393.23.5.1160	1939-1285
10.1037/0278-7393.23.6.1291	0278-7393
10.1037/0278-7393.24.1.161	1939-1285
10.1037/0278-7393.24.2.299	1939-1285
10.1037/0278-7393.24.3.732	1939-1285
10.1037/0278-7393.25.1.157	1939-1285
10.1037/0278-7393.25.1.208	1939-1285
10.1037/0278-7393.25.1.3	1939-1285
10.1037/0278-7393.25.2.394	1939-1285
10.1037/0278-7393.25.2.500	0278-7393
10.1037/0278-7393.25.4.1011	0278-7393
10.1037/0278-7393.25.4.923	1939-1285
10.1037/0278-7393.25.5.1083	1939-1285
10.1037/0278-7393.25.6.1403	1939-1285
10.1037/0278-7393.25.6.1452	1939-1285
10.1037/0278-7393.25.6.1534	0278-7393
10.1037/0278-7393.26.2.336	1939-1285
10.1037/0278-7393.26.5.1160	1939-1285
10.1037/0278-7393.26.5.1170	1939-1285
10.1037/0278-7393.26.5.1318	1939-1285
10.1037/0278-7393.26.6.1568	1939-1285
10.1037/0278-7393.26.6.1744	1939-1285
10.1037/0278-7393.27.1.176	1939-1285
10.1037/0278-7393.27.1.202	1939-1285
10.1037/0278-7393.27.1.34	1939-1285
10.1037/0278-7393.27.2.375	1939-1285
10.1037/0278-7393.27.2.436	1939-1285
10.1037/0278-7393.27.2.483	1939-1285
10.1037/0278-7393.27.4.920	1939-1285
10.1037/0278-7393.27.4.941	1939-1285
10.1037/0278-7393.27.5.1131	1939-1285
10.1037/0278-7393.27.6.1491	1939-1285
10.1037/0278-7393.28.3.411	1939-1285
10.1037/0278-7393.28.3.437	1939-1285
10.1037/0278-7393.28.3.458	1939-1285
10.1037/0278-7393.28.3.497	1939-1285
10.1037/0278-7393.28.3.530	1939-1285
10.1037/0278-7393.28.5.843	1939-1285
10.1037/0278-7393.28.6.1064	1939-1285
10.1037/0278-7393.29.5.1017	1939-1285
10.1037/0278-7393.29.5.813	1939-1285
10.1037/0278-7393.30.1.14	1939-1285
10.1037/0278-7393.30.1.246	1939-1285
10.1037/0278-7393.30.1.3	1939-1285
10.1037/0278-7393.30.2.315	1939-1285
10.1037/0278-7393.30.2.382	1939-1285
10.1037/0278-7393.30.3.601	1939-1285
10.1037/0278-7393.30.3.656	1939-1285
10.1037/0278-7393.30.4.739	1939-1285
10.1037/0278-7393.30.4.838	1939-1285
10.1037/0278-7393.30.5.1119	1939-1285
10.1037/0278-7393.30.5.960	1939-1285
10.1037/0278-7393.30.6.1302	1939-1285
10.1037/0278-7393.31.1.40	1939-1285
10.1037/0278-7393.31.2.187	1939-1285
10.1037/0278-7393.31.2.322	1939-1285
10.1037/0278-7393.31.3.412	1939-1285
10.1037/0278-7393.31.5.1134	1939-1285
10.1037/0278-7393.31.6.1327	1939-1285
10.1037/0278-7393.31.6.1433	1939-1285
10.1037/0278-7393.32.1.101	1939-1285
10.1037/0278-7393.32.1.118	1939-1285
10.1037/0278-7393.32.1.150	1939-1285
10.1037/0278-7393.32.3.451	1939-1285
10.1037/0278-7393.32.4.699	1939-1285
10.1037/0278-7393.32.5.1185	1939-1285
10.1037/0278-7393.32.5.983	1939-1285
10.1037/0278-7393.33.1.169	1939-1285
10.1037/0278-7393.33.1.219	1939-1285
10.1037/0278-7393.33.3.461	1939-1285
10.1037/0278-7393.33.3.615	1939-1285
10.1037/0278-7393.33.4.623	1939-1285
10.1037/0278-7393.33.4.704	1939-1285
10.1037/0278-7393.33.5.863	1939-1285
10.1037/0278-7393.33.5.950	1939-1285
10.1037/0278-7393.33.5.959	1939-1285
10.1037/0278-7393.34.2.328	1939-1285
10.1037/0278-7393.34.2.422	1939-1285
10.1037/0278-7393.34.4.769	1939-1285
10.1037/0278-7393.34.4.823	1939-1285
10.1037/0278-7393.34.4.859	1939-1285
10.1037/0278-7393.4.1.19	0096-1515
10.1037/0278-7393.4.6.551	0096-1515
10.1037/0278-7393.5.2.125	0096-1515
10.1037/0278-7393.5.2.98	0096-1515
10.1037/0278-7393.5.5.460	0096-1515
10.1037/0278-7393.5.6.598	0096-1515
10.1037/0278-7393.5.6.607	0096-1515
10.1037/0278-7393.5.6.618	0096-1515
10.1037/0278-7393.6.1.91	0096-1515
10.1037/0278-7393.6.3.225	0096-1515
10.1037/0278-7393.6.3.319	0096-1515
10.1037/0278-7393.6.4.355	0096-1515
10.1037/0278-7393.7.3.181	0096-1515
10.1037/0278-7393.7.5.311	0096-1515
10.1037/0278-7393.7.6.440	0096-1515
10.1037/0278-7393.8.4.336	0278-7393
10.1037/0278-7393.8.6.545	0278-7393
10.1037/0278-7393.8.6.572	1939-1285
10.1037/0278-7393.8.6.584	1939-1285
10.1037/0278-7393.9.3.544	1939-1285
10.1037/028566	0010-7549
10.1037/029395	0010-7549
10.1037/032962	0010-7549
10.1037/04131512	1554-0138
10.1037/05200711	1554-0138
10.1037/0708-5591.38.3.164	1878-7304
10.1037/0708-5591.49.1.49	1878-7304
10.1037/0708-5591.49.2.148	1878-7304
10.1037/0735-7028.11.3.385	0033-0175
10.1037/0735-7028.15.2.260	1939-1323
10.1037/0735-7028.15.3.362	1939-1323
10.1037/0735-7028.15.3.417	1939-1323
10.1037/0735-7028.17.5.473	1939-1323
10.1037/0735-7028.20.3.148	1939-1323
10.1037/0735-7028.21.2.124	1939-1323
10.1037/0735-7028.21.5.325	1939-1323
10.1037/0735-7028.21.5.372	1939-1323
10.1037/0735-7028.22.1.80	1939-1323
10.1037/0735-7028.24.2.190	1939-1323
10.1037/0735-7028.25.4.410	1939-1323
10.1037/0735-7028.26.1.54	1939-1323
10.1037/0735-7028.27.2.175	1939-1323
10.1037/0735-7028.27.3.259	1939-1323
10.1037/0735-7028.27.3.272	1939-1323
10.1037/0735-7028.27.6.561	1939-1323
10.1037/0735-7028.28.1.50	1939-1323
10.1037/0735-7028.28.2.137	1939-1323
10.1037/0735-7028.28.4.338	1939-1323
10.1037/0735-7028.29.3.237	1939-1323
10.1037/0735-7028.29.3.293	1939-1323
10.1037/0735-7028.30.2.129	1939-1323
10.1037/0735-7028.30.2.154	1939-1323
10.1037/0735-7028.30.4.386	1939-1323
10.1037/0735-7028.30.6.586	1939-1323
10.1037/0735-7028.31.2.141	1939-1323
10.1037/0735-7028.32.3.239	1939-1323
10.1037/0735-7028.32.5.496	1939-1323
10.1037/0735-7028.32.5.537	1939-1323
10.1037/0735-7028.33.3.242	1939-1323
10.1037/0735-7028.33.3.249	1939-1323
10.1037/0735-7028.33.3.260	1939-1323
10.1037/0735-7028.33.6.515	1939-1323
10.1037/0735-7028.33.6.557	1939-1323
10.1037/0735-7028.34.1.66	1939-1323
10.1037/0735-7028.34.3.287	1939-1323
10.1037/0735-7028.34.4.353	1939-1323
10.1037/0735-7028.34.5.527	1939-1323
10.1037/0735-7028.36.4.376	1939-1323
10.1037/0735-7028.36.5.544	1939-1323
10.1037/0735-7028.36.6.634	1939-1323
10.1037/0735-7028.37.1.99	1939-1323
10.1037/0735-7028.37.5.515	1939-1323
10.1037/0735-7028.37.6.676	1939-1323
10.1037/0735-7028.38.4.347	1939-1323
10.1037/0735-7028.38.6.629	1939-1323
10.1037/0735-7028.39.3.290	1939-1323
10.1037/0735-7028.39.3.369	1939-1323
10.1037/0735-7028.7.4.495	0033-0175
10.1037/0735-7028.9.1.127	0033-0175
10.1037/0735-7036.100.1.72	1939-2087
10.1037/0735-7036.100.3.243	1939-2087
10.1037/0735-7036.100.4.340	1939-2087
10.1037/0735-7036.100.4.432	1939-2087
10.1037/0735-7036.101.1.3	1939-2087
10.1037/0735-7036.101.2.159	0735-7036
10.1037/0735-7036.101.4.349	0735-7036
10.1037/0735-7036.101.4.387	0735-7036
10.1037/0735-7036.102.2.124	1939-2087
10.1037/0735-7036.102.3.262	1939-2087
10.1037/0735-7036.103.2.122	0735-7036
10.1037/0735-7036.103.2.159	1939-2087
10.1037/0735-7036.103.3.233	0735-7036
10.1037/0735-7036.104.3.203	1939-2087
10.1037/0735-7036.104.3.268	1939-2087
10.1037/0735-7036.105.3.211	1939-2087
10.1037/0735-7036.105.3.243	1939-2087
10.1037/0735-7036.105.4.345	1939-2087
10.1037/0735-7036.106.1.69	1939-2087
10.1037/0735-7036.106.1.78	0735-7036
10.1037/0735-7036.106.2.107	1939-2087
10.1037/0735-7036.106.3.270	1939-2087
10.1037/0735-7036.106.4.360	1939-2087
10.1037/0735-7036.107.3.301	1939-2087
10.1037/0735-7036.107.4.347	1939-2087
10.1037/0735-7036.107.4.373	1939-2087
10.1037/0735-7036.108.1.15	1939-2087
10.1037/0735-7036.108.3.233	1939-2087
10.1037/0735-7036.108.3.298	1939-2087
10.1037/0735-7036.109.1.52	1939-2087
10.1037/0735-7036.109.2.107	1939-2087
10.1037/0735-7036.109.4.339	1939-2087
10.1037/0735-7036.110.1.3	1939-2087
10.1037/0735-7036.110.3.219	1939-2087
10.1037/0735-7036.110.4.354	0735-7036
10.1037/0735-7036.110.4.386	1939-2087
10.1037/0735-7036.111.2.143	1939-2087
10.1037/0735-7036.112.2.119	1939-2087
10.1037/0735-7036.112.2.137	1939-2087
10.1037/0735-7036.112.2.192	1939-2087
10.1037/0735-7036.112.2.207	1939-2087
10.1037/0735-7036.112.3.323	1939-2087
10.1037/0735-7036.112.4.344	0735-7036
10.1037/0735-7036.113.1.13	0735-7036
10.1037/0735-7036.113.3.261	1939-2087
10.1037/0735-7036.113.4.365	1939-2087
10.1037/0735-7036.114.1.3	1939-2087
10.1037/0735-7036.114.1.47	1939-2087
10.1037/0735-7036.114.1.98	1939-2087
10.1037/0735-7036.114.2.115	1939-2087
10.1037/0735-7036.114.2.148	1939-2087
10.1037/0735-7036.114.3.253	1939-2087
10.1037/0735-7036.114.4.392	1939-2087
10.1037/0735-7036.115.1.106	1939-2087
10.1037/0735-7036.115.1.3	1939-2087
10.1037/0735-7036.115.1.68	1939-2087
10.1037/0735-7036.115.1.92	1939-2087
10.1037/0735-7036.115.2.159	1939-2087
10.1037/0735-7036.115.2.181	1939-2087
10.1037/0735-7036.115.3.248	1939-2087
10.1037/0735-7036.115.3.258	1939-2087
10.1037/0735-7036.115.3.272	1939-2087
10.1037/0735-7036.115.4.432	1939-2087
10.1037/0735-7036.116.1.3	1939-2087
10.1037/0735-7036.116.2.189	1939-2087
10.1037/0735-7036.116.4.350	1939-2087
10.1037/0735-7036.117.1.101	1939-2087
10.1037/0735-7036.117.2.156	1939-2087
10.1037/0735-7036.117.2.176	1939-2087
10.1037/0735-7036.117.3.317	1939-2087
10.1037/0735-7036.117.3.325	1939-2087
10.1037/0735-7036.117.4.371	1939-2087
10.1037/0735-7036.118.1.14	1939-2087
10.1037/0735-7036.118.1.37	1939-2087
10.1037/0735-7036.118.4.447	1939-2087
10.1037/0735-7036.119.1.117	1939-2087
10.1037/0735-7036.119.1.23	1939-2087
10.1037/0735-7036.119.2.136	1939-2087
10.1037/0735-7036.119.2.197	1939-2087
10.1037/0735-7036.119.2.210	1939-2087
10.1037/0735-7036.119.3.285	1939-2087
10.1037/0735-7036.119.3.296	1939-2087
10.1037/0735-7036.119.4.394	1939-2087
10.1037/0735-7036.119.4.447	1939-2087
10.1037/0735-7036.120.1.12	1939-2087
10.1037/0735-7036.120.1.38	1939-2087
10.1037/0735-7036.120.2.106	1939-2087
10.1037/0735-7036.120.2.154	1939-2087
10.1037/0735-7036.120.3.191	1939-2087
10.1037/0735-7036.120.3.303	1939-2087
10.1037/0735-7036.121.1.65	1939-2087
10.1037/0735-7036.121.2.123	1939-2087
10.1037/0735-7036.121.3.227	1939-2087
10.1037/0735-7036.121.4.363	1939-2087
10.1037/0735-7036.121.4.440	1939-2087
10.1037/0735-7036.122.1.84	1939-2087
10.1037/0735-7036.122.2.146	1939-2087
10.1037/0735-7036.122.3.305	1939-2087
10.1037/0735-7036.97.2.107	1939-2087
10.1037/0735-7036.98.1.10	1939-2087
10.1037/0735-7036.99.1.3	1939-2087
10.1037/0735-7036.99.2.145	1939-2087
10.1037/0735-7036.99.2.160	1939-2087
10.1037/0735-7044.100.4.544	1939-0084
10.1037/0735-7044.100.5.664	1939-0084
10.1037/0735-7044.100.6.814	1939-0084
10.1037/0735-7044.102.5.748	1939-0084
10.1037/0735-7044.103.5.962	1939-0084
10.1037/0735-7044.105.1.126	1939-0084
10.1037/0735-7044.105.6.944	1939-0084
10.1037/0735-7044.106.3.447	1939-0084
10.1037/0735-7044.106.6.879	1939-0084
10.1037/0735-7044.107.3.525	1939-0084
10.1037/0735-7044.107.6.899	1939-0084
10.1037/0735-7044.108.2.325	1939-0084
10.1037/0735-7044.108.5.981	1939-0084
10.1037/0735-7044.109.1.3	1939-0084
10.1037/0735-7044.109.4.681	1939-0084
10.1037/0735-7044.109.5.819	1939-0084
10.1037/0735-7044.109.5.851	1939-0084
10.1037/0735-7044.109.6.1027	1939-0084
10.1037/0735-7044.110.1.202	1939-0084
10.1037/0735-7044.110.1.74	1939-0084
10.1037/0735-7044.110.2.401	1939-0084
10.1037/0735-7044.110.3.436	1939-0084
10.1037/0735-7044.110.4.643	1939-0084
10.1037/0735-7044.111.1.49	1939-0084
10.1037/0735-7044.111.6.1265	1939-0084
10.1037/0735-7044.112.2.304	1939-0084
10.1037/0735-7044.112.4.839	1939-0084
10.1037/0735-7044.112.6.1475	1939-0084
10.1037/0735-7044.113.3.507	1939-0084
10.1037/0735-7044.113.4.663	1939-0084
10.1037/0735-7044.113.4.703	1939-0084
10.1037/0735-7044.113.4.755	1939-0084
10.1037/0735-7044.114.1.158	1939-0084
10.1037/0735-7044.114.5.912	1939-0084
10.1037/0735-7044.115.1.3	1939-0084
10.1037/0735-7044.115.1.94	1939-0084
10.1037/0735-7044.115.5.1012	1939-0084
10.1037/0735-7044.115.5.983	1939-0084
10.1037/0735-7044.116.1.169	1939-0084
10.1037/0735-7044.116.1.85	1939-0084
10.1037/0735-7044.116.2.256	1939-0084
10.1037/0735-7044.116.5.884	1939-0084
10.1037/0735-7044.117.1.3	1939-0084
10.1037/0735-7044.117.2.360	1939-0084
10.1037/0735-7044.117.5.1096	1939-0084
10.1037/0735-7044.117.5.978	1939-0084
10.1037/0735-7044.118.3.453	1939-0084
10.1037/0735-7044.119.1.202	1939-0084
10.1037/0735-7044.119.3.787	1939-0084
10.1037/0735-7044.120.1.40	1939-0084
10.1037/0735-7044.120.4.749	1939-0084
10.1037/0735-7044.120.4.842	1939-0084
10.1037/0735-7044.120.4.888	1939-0084
10.1037/0735-7044.120.5.1093	1939-0084
10.1037/0735-7044.120.6.1279	1939-0084
10.1037/0735-7044.121.1.131	1939-0084
10.1037/0735-7044.121.1.31	1939-0084
10.1037/0735-7044.121.2.237	1939-0084
10.1037/0735-7044.121.5.845	1939-0084
10.1037/0735-7044.121.6.1163	1939-0084
10.1037/0735-7044.121.6.1328	1939-0084
10.1037/0735-7044.122.1.16	1939-0084
10.1037/0735-7044.122.2.273	1939-0084
10.1037/0735-7044.122.3.629	1939-0084
10.1037/0735-7044.122.3.710	1939-0084
10.1037/0735-7044.97.2.299	0735-7044
10.1037/0735-7044.99.3.589	1939-0084
10.1037/0735-7044.99.6.1162	1939-0084
10.1037/0736-9735.15.3.341	0736-9735
10.1037/0736-9735.19.2.348	1939-1331
10.1037/0736-9735.20.3.558	0736-9735
10.1037/0736-9735.20.4.717	0736-9735
10.1037/0736-9735.22.2.306	0736-9735
10.1037/0736-9735.23.3.490	1939-1331
10.1037/0736-9735.24.1.10	1939-1331
10.1037/0736-9735.24.2.289	0736-9735
10.1037/0736-9735.24.4.641	1939-1331
10.1037/0736-9735.6.2.151	1939-1331
10.1037/0736-9735.60.2.133	1939-0149
10.1037/0736-9735.9.2.157	0736-9735
10.1037/0882-7974.1.2.140	1939-1498
10.1037/0882-7974.1.4.325	1939-1498
10.1037/0882-7974.10.1.140	1939-1498
10.1037/0882-7974.11.1.85	1939-1498
10.1037/0882-7974.11.3.487	1939-1498
10.1037/0882-7974.12.2.203	1939-1498
10.1037/0882-7974.12.3.524	1939-1498
10.1037/0882-7974.14.1.170	1939-1498
10.1037/0882-7974.14.3.390	1939-1498
10.1037/0882-7974.14.3.445	1939-1498
10.1037/0882-7974.15.2.259	1939-1498
10.1037/0882-7974.15.3.511	1939-1498
10.1037/0882-7974.15.3.527	1939-1498
10.1037/0882-7974.15.4.596	1939-1498
10.1037/0882-7974.16.1.110	1939-1498
10.1037/0882-7974.16.2.293	1939-1498
10.1037/0882-7974.16.4.588	1939-1498
10.1037/0882-7974.17.1.125	1939-1498
10.1037/0882-7974.17.1.85	1939-1498
10.1037/0882-7974.17.2.226	1939-1498
10.1037/0882-7974.17.2.299	1939-1498
10.1037/0882-7974.17.2.340	1939-1498
10.1037/0882-7974.17.4.636	1939-1498
10.1037/0882-7974.17.4.677	1939-1498
10.1037/0882-7974.18.2.181	1939-1498
10.1037/0882-7974.18.2.250	1939-1498
10.1037/0882-7974.18.2.332	1939-1498
10.1037/0882-7974.18.3.474	1939-1498
10.1037/0882-7974.18.3.487	1939-1498
10.1037/0882-7974.18.3.602	1939-1498
10.1037/0882-7974.18.4.755	1939-1498
10.1037/0882-7974.19.1.27	1939-1498
10.1037/0882-7974.19.1.68	1939-1498
10.1037/0882-7974.19.2.290	1939-1498
10.1037/0882-7974.19.3.444	1939-1498
10.1037/0882-7974.19.4.617	1939-1498
10.1037/0882-7974.19.4.649	1939-1498
10.1037/0882-7974.19.4.668	1939-1498
10.1037/0882-7974.20.3.519	1939-1498
10.1037/0882-7974.21.1.40	1939-1498
10.1037/0882-7974.21.1.62	1939-1498
10.1037/0882-7974.21.2.424	1939-1498
10.1037/0882-7974.21.3.510	1939-1498
10.1037/0882-7974.21.4.754	1939-1498
10.1037/0882-7974.21.4.815	1939-1498
10.1037/0882-7974.22.2.310	1939-1498
10.1037/0882-7974.22.2.361	1939-1498
10.1037/0882-7974.23.1.154	1939-1498
10.1037/0882-7974.23.1.24	1939-1498
10.1037/0882-7974.23.2.440	1939-1498
10.1037/0882-7974.3.1.43	1939-1498
10.1037/0882-7974.3.1.84	1939-1498
10.1037/0882-7974.3.3.233	1939-1498
10.1037/0882-7974.4.1.10	1939-1498
10.1037/0882-7974.4.1.106	1939-1498
10.1037/0882-7974.4.1.98	1939-1498
10.1037/0882-7974.4.3.290	1939-1498
10.1037/0882-7974.5.1.148	1939-1498
10.1037/0882-7974.5.2.182	1939-1498
10.1037/0882-7974.5.4.607	1939-1498
10.1037/0882-7974.6.3.474	1939-1498
10.1037/0882-7974.6.4.559	1939-1498
10.1037/0882-7974.7.3.331	1939-1498
10.1037/0882-7974.7.3.367	1939-1498
10.1037/0882-7974.9.3.454	1939-1498
10.1037/08827974163524	null
10.1037/0893-164X.11.2.83	0893-164X
10.1037/0893-164X.13.1.60	0893-164X
10.1037/0893-164X.18.3.239	1939-1501
10.1037/0893-164X.19.1.99	1939-1501
10.1037/0893-164X.20.3.225	1939-1501
10.1037/0893-164X.20.4.415	1939-1501
10.1037/0893-164X.20.4.490	1939-1501
10.1037/0893-164X.22.2.176	1939-1501
10.1037/0893-164x.15.4.292	1939-1501
10.1037/0893-164x.20.2.171	1939-1501
10.1037/0893-3200.10.3.243	0893-3200
10.1037/0893-3200.14.1.42	1939-1293
10.1037/0893-3200.14.1.5	1939-1293
10.1037/0893-3200.15.3.371	1939-1293
10.1037/0893-3200.15.4.735	1939-1293
10.1037/0893-3200.16.1.91	1939-1293
10.1037/0893-3200.16.3.243	1939-1293
10.1037/0893-3200.17.2.206	1939-1293
10.1037/0893-3200.18.1.97	1939-1293
10.1037/0893-3200.18.2.311	1939-1293
10.1037/0893-3200.19.1.18	1939-1293
10.1037/0893-3200.19.2.294	1939-1293
10.1037/0893-3200.19.2.314	1939-1293
10.1037/0893-3200.20.1.137	1939-1293
10.1037/0893-3200.20.3.359	1939-1293
10.1037/0893-3200.20.3.418	1939-1293
10.1037/0893-3200.20.4.544	1939-1293
10.1037/0893-3200.20.4.553	1939-1293
10.1037/0893-3200.20.4.571	1939-1293
10.1037/0893-3200.20.4.641	1939-1293
10.1037/0893-3200.22.3.506	1939-1293
10.1037/0893-3200.22.3.643	1939-1293
10.1037/0893-3200.4.1.63	0893-3200
10.1037/0893-3200.5.3-4.295	1939-1293
10.1037/0893-3200.7.1.148	0893-3200
10.1037/0894-4105.10.1.113	1931-1559
10.1037/0894-4105.10.2.197	0894-4105
10.1037/0894-4105.10.2.219	0894-4105
10.1037/0894-4105.11.1.138	1931-1559
10.1037/0894-4105.11.2.232	1931-1559
10.1037/0894-4105.11.2.282	1931-1559
10.1037/0894-4105.11.3.382	1931-1559
10.1037/0894-4105.12.3.323	1931-1559
10.1037/0894-4105.12.3.426	1931-1559
10.1037/0894-4105.12.3.446	1931-1559
10.1037/0894-4105.13.4.516	1931-1559
10.1037/0894-4105.13.4.590	1931-1559
10.1037/0894-4105.14.1.3	1931-1559
10.1037/0894-4105.14.559	null
10.1037/0894-4105.15.2.165	1931-1559
10.1037/0894-4105.15.2.199	1931-1559
