10.4137/BECB.S34255	1179-5972
10.5194/nhess-14-1691-2014	1684-9981
10.5194/nhess-16-1623-2016	1684-9981
10.5194/nhess-16-1967-2016	1684-9981
10.5194/nhess-17-31-2017	1684-9981
10.5194/nhess-18-429-2018	1684-9981
10.5194/nhess-3-135-2003	1684-9981
10.5194/nhess-3-3-2003	1684-9981
10.5194/nhess-3-321-2003	1684-9981
10.5194/nhess-3-423-2003	1684-9981
10.5194/nhess-5-477-2005	1684-9981
10.5194/nhess-5-717-2005	1684-9981
10.5194/nhess-6-1017-2006	1684-9981
10.5194/nhess-6-1035-2006	1684-9981
10.5194/nhess-6-1053-2006	1684-9981
10.5194/nhess-6-979-2006	1684-9981
10.5194/nhess-7-283-2007	1684-9981
10.5194/nhess-7-405-2007	1684-9981
10.5194/nhess-7-41-2007	1684-9981
10.5194/nhess-7-543-2007	1684-9981
10.5194/nhess-7-57-2007	1684-9981
10.5194/nhess-7-573-2007	1684-9981
10.5194/nhess-7-89-2007	1684-9981
10.5194/nhess-8-1463-2008	1684-9981
10.5194/nhess-8-587-2008	1684-9981
10.5194/nhess-8-721-2008	1684-9981
10.5194/nhess-9-1445-2009	1684-9981
10.5194/nhess-9-2027-2009	1684-9981
10.5194/nhess-9-2063-2009	1684-9981
10.5194/nhess-9-25-2009	1684-9981
10.5194/nhess-9-327-2009	1684-9981
10.5194/nhess-9-551-2009	1684-9981
10.5194/npg-1-241-1994	1607-7946
10.5194/npg-15-761-2008	1607-7946
10.5194/npg-18-295-2011	1607-7946
10.5194/npg-18-389-2011	1607-7946
10.5194/npg-19-297-2012	1607-7946
10.5194/npg-24-569-2017	1607-7946
10.5194/os-1-81-2005	1812-0792
10.5194/os-10-1047-2014	1812-0792
10.5194/os-10-267-2014	1812-0792
10.5194/os-10-967-2014	1812-0792
10.5194/os-11-1-2015	1812-0792
10.5194/os-5-293-2009	1812-0792
10.5194/os-8-1099-2012	1812-0792
10.5194/os-9-1-2013	1812-0792
10.5194/pb-4-1-2017	2363-4715
10.5194/piahs-365-1-2015	2199-899X
10.5194/sapiens-1-97-2008	1993-3819
10.5194/sd-19-43-2015	1816-3459
10.5194/sd-5-41-2007	1816-3459
10.5194/se-1-5-2010	1869-9529
10.5194/se-3-53-2012	1869-9529
10.5194/se-5-1209-2014	1869-9529
10.5194/se-5-339-2014	1869-9529
10.5194/se-6-73-2015	1869-9529
10.5194/se-6-857-2015	1869-9529
10.5194/se-6-903-2015	1869-9529
10.5194/sed-5-1511-2013	1869-9537
10.5194/sed-6-1-2014	1869-9537
10.5194/smsps-2-171-2002	1868-4564
10.5194/smsps-3-277-2002	1868-4564
10.5194/smsps-4-243-2009	1868-4564
10.5194/soil-1-351-2015	2199-398X
10.5194/soild-1-401-2014	2199-3998
10.5194/tc-10-1245-2016	1994-0424
10.5194/tc-10-1809-2016	1994-0424
10.5194/tc-10-3091-2016	1994-0424
10.5194/tc-11-1851-2017</nowiki>	null
10.5194/tc-11-2611-2017	1994-0424
10.5194/tc-12-95-2018	1994-0424
10.5194/tc-2017-8	1994-0440
10.5194/tc-3-1-2009	1994-0424
10.5194/tc-3-125-2009	1994-0424
10.5194/tc-3-41-2009	1994-0424
10.5194/tc-4-313-2010	1994-0424
10.5194/tc-4-435-2010	1994-0424
10.5194/tc-4-67-2010	1994-0424
10.5194/tc-5-1099-2011	1994-0424
10.5194/tc-5-13-2011	1994-0424
10.5194/tc-5-551-2011	1994-0424
10.5194/tc-5-569-2011	1994-0424
10.5194/tc-6-1141-2012	1994-0424
10.5194/tc-6-573-2012	1994-0424
10.5194/tc-6-675-2012	1994-0424
10.5194/tc-7-1333-2013	1994-0424
10.5194/tc-7-201-2013	1994-0424
10.5194/tc-7-275-2013	1994-0424
10.5194/tc-7-419-2013	1994-0424
10.5194/tc-8-155-2014	1994-0424
10.5194/tc-8-1561-2014	1994-0424
10.5194/tc-9-753-2015	1994-0424
10.5194/tcd-3-579-2009	1994-0440
10.5194/wes-2017-20	2366-7621
10.5195/CBP.2001.89	2163-839X
10.5195/LEDGER.2015.1	null
10.5195/aa.2015.104	2374-2267
10.5195/ahea.2014.142	2471-965X
10.5195/cajgh.2013.40	2166-7403
10.5195/cbp.2011.160	2163-839X
10.5195/contemp.2015.144	2153-5914
10.5195/hcs.2011.42	2161-6590
10.5195/hcs.2014.188	2161-6590
10.5195/ijt.2009.699	1945-2020
10.5195/jlc.2009.28	2164-7984
10.5195/jwhi.2015.33	2169-0812
10.5195/jwsr.2004.288	1076-156X
10.5195/jwsr.2006.369	1076-156X
10.5195/jwsr.2010.460	1076-156X
10.5195/jwsr.2015.28	1076-156X
10.5195/lawreview.2005.31	1942-8405
10.5195/ledger.2016.13	2379-5980
10.5195/ledger.2016.29	2379-5980
10.5195/reviberoamer.1988.4477	2154-4794
10.5195/reviberoamer.1988.4478	2154-4794
10.5195/reviberoamer.1988.4500	2154-4794
10.5195/reviberoamer.2006.65	2154-4794
10.5195/rt.2015.185	1941-0832
10.5195/rt.2016.310	1941-0832
10.5195/shashi.2014.24	2169-0820
10.5195/tlp.2013.123	2164-800X
10.5197/j.2044-0588.2010.021.024	2044-0588
10.5197/j.2044-0588.2010.022.022	2044-0588
10.5197/j.2044-0588.2011.024.022	2044-0588
10.5197/j.2044-0588.2012.025.027	2044-0588
10.5197/j.2044-0588.2015.031.008	2044-0588
10.5197/j.2044-0588.2016.033.025	null
10.5201/ipol.2012.gjmr-lsd	2105-1232
10.5201/ipol.2012.l-bm3d	2105-1232
10.5201/ipol.2013.87	2105-1232
10.5204/ijcjsd.v3i2.181	2202-8005
10.5204/ijcjsd.v4i2.214	2202-8005
10.5204/ijcjsd.v5i1.285	2202-8005
10.5204/ijcjsd.v5i2.310	2202-8005
10.5204/ijcjsd.v5i3.329	2202-8005
10.5204/qutlr.v12i2.489	2201-7275
10.5204/qutlr.v3i1.121	2201-7275
10.5206/cjsotl-rcacea.2015.2.5	1918-2902
10.5209/JIGE.33856	null
10.5209/JIGE.33861	null
10.5209/RCHA.30566	null
10.5209/RFRM.55230	1988-2815
10.5209/rev_ALHI.2011.v40.37413	1988-2351
10.5209/rev_ANHA.1993.v4.32930	null
10.5209/rev_ANRE.2014.v6.n2.47585	1989-4015
10.5209/rev_CHMO.2015.v40.49170	1988-2475
10.5209/rev_HICS.1997.n2.20860	null
10.5209/rev_HICS.1997.n2.20876	null
10.5209/rev_ILUR.2013.v18.43043	1988-3269
10.5209/rev_JIGE.2010.v36.n2.2	1698-6180
10.5209/rev_JIGE.2010.v36.n2.3	1698-6180
10.5209/rev_JIGE.2010.v36.n2.9	1698-6180
10.5209/rev_JIGE.2011.v37.n1.5	1886-7995
10.5209/rev_JIGE.2014.v40.n1.44095	1886-7995
10.5209/rev_JIGE.2014.v40.n2.45304	1886-7995
10.5209/rev_JIGE.2015.v41.n1.48652	1886-7995
10.5209/rev_JIGE.2015.v41.n1.48657	1886-7995
10.5209/rev_JIGE.2016.v42.n2.51960	null
10.5209/rev_TK.2015.v12.n2.49072	1549-2230
10.5209/rev_jige.2010.v36.n2.11	1698-6180
10.5209/rev_jige.2010.v36.n2.12	1698-6180
10.5209/rev_jige.2014.v40.n1.44083	1886-7995
10.5209/rev_jige.2015.v41.n1.48655	1886-7995
10.5210/bsi.v11i2.95	1064-9506
10.5210/bsi.v18i1.1950	1064-9506
10.5210/bsi.v18i1.2551	1064-9506
10.5210/bsi.v7i1.299	1064-9506
10.5210/bsi.v8i1.321	1064-9506
10.5210/fm.v10i1.1204	1396-0466
10.5210/fm.v11i10.1405	1396-0466
10.5210/fm.v11i10.1409	1396-0466
10.5210/fm.v11i9.1392	1396-0466
10.5210/fm.v12i3.1627	1396-0466
10.5210/fm.v12i4.1763	1396-0466
10.5210/fm.v12i4.1765	1396-0466
10.5210/fm.v12i6.1871	1396-0466
10.5210/fm.v12i8.1997	1396-0466
10.5210/fm.v12i9.2006	1396-0466
10.5210/fm.v12i9.2012	1396-0466
10.5210/fm.v13i7.2019	1396-0466
10.5210/fm.v13i8.2226	1396-0466
10.5210/fm.v13i9.2202	1396-0466
10.5210/fm.v15i2.2772	1396-0466
10.5210/fm.v15i4.2721	1396-0466
10.5210/fm.v15i8.3086	1396-0466
10.5210/fm.v16i1.2824	1396-0466
10.5210/fm.v16i11.3850	1396-0466
10.5210/fm.v16i12.3513	1396-0466
10.5210/fm.v16i2.3336	1396-0466
10.5210/fm.v16i8.3492	1396-0466
10.5210/fm.v16i9.3663	1396-0466
10.5210/fm.v17i7.3968	1396-0466
10.5210/fm.v17i8.3845	1396-0466
10.5210/fm.v18i1.4291	1396-0466
10.5210/fm.v18i6.4340	1396-0466
10.5210/fm.v19i10.5546	1396-0466
10.5210/fm.v19i7.5260	1396-0466
10.5210/fm.v20i12.6143	1396-0466
10.5210/fm.v20i12.6198	1396-0466
10.5210/fm.v20i7.5597	1396-0466
10.5210/fm.v21i12.7123	1396-0466
10.5210/fm.v21i6.6791	1396-0466
10.5210/fm.v22i10.7442	1396-0466
10.5210/fm.v22i6.6901	1396-0466
10.5210/fm.v4i2.649	1396-0466
10.5210/fm.v7i11.1000	1396-0466
10.5210/fm.v7i11.1002	1396-0466
10.5210/fm.v7i11.1006	1396-0466
10.5210/fm.v8i12.1107	1396-0466
10.5210/fm.v8i3.1040	1396-0466
10.5210/fm.v8i8.1071	1396-0466
10.5210/fm.v8i9.1076	1396-0466
10.5210/fm.v9i5.1141	1396-0466
10.5210/fm.v9i9.1170	1396-0466
10.5210/ojphi.v4i1.4011	1947-2579
10.5212/MuitasVozes.v.1i2.0003	2238-7196
10.5213/inj.1632742.371	2093-6931
10.5214/ans.0972-7531.1017303	0972-7531
10.5214/ans.0972.7531.200112	0972-7531
10.5214/ans.0972.7531.200409	0972-7531
10.5214/ans.0972.7531.2008.150403	0972-7531
10.5214/ans.0972.7531.210103	0972-7531
10.5214/ans.0972.7531.210311	0972-7531
10.5214/ans.0972.7531.210402	0972-7531
10.5215/pennlega.10.1.6	1544-6360
10.5215/pennlega.11.2.0024	1544-6360
10.5215/pennlega.15.1.0006	1544-6360
10.5215/pennmaghistbio.134.3.235	0031-4587
10.5215/pennmaghistbio.137.3.0261	0031-4587
10.5215/pennmaghistbio.138.1.0005	0031-4587
10.5217/ir.2015.13.1.11	1598-9100
10.5217/ir.2016.14.1.89	1598-9100
10.5217/ir.2016.14.4.297	1598-9100
10.5220/0003164301960203	null
10.5220/0003299902020211	null
10.5220/0003347400610070	null
10.5220/0003712500150024	null
10.5220/0003725102560264	null
10.5220/0003735500310038	null
10.5220/0003745500800089	null
10.5220/0003755003050312	null
10.5220/0003762800730082	null
10.5220/0003779702060218	null
10.5220/0003826800050014	null
